hsk,characters,pinyin,english,extra,len,c1,c2,p1,p2,pinyin_num
5,设备,shèbèi,equipment; facilities; installations; CL:個|个[ge4],,2,设,备,she4,bei4,she4 bei4
4,社会,shèhuì,society; CL:個|个[ge4],,2,社,会,she4,hui4,she4 hui4
5,射击,shèjī,to shoot; to fire (a gun),,2,射,击,she4,ji1,she4 ji1
6,涉及,shèjí,to involve; to touch upon (a topic),,2,涉,及,she4,ji2,she4 ji2
5,设计,shèjì,plan; design; to design; to plan; CL:個|个[ge4],,2,设,计,she4,ji4,she4 ji4
6,设立,shèlì,to set up; to establish,,2,设,立,she4,li4,she4 li4
6,社区,shèqū,community,,2,社,区,she4,qu1,she4 qu1
6,摄取,shèqǔ,absorb (nutrition); take a photo,,2,摄,取,she4,qu3,she4 qu3
5,设施,shèshī,facilities; installation,,2,设,施,she4,shi1,she4 shi1
6,摄氏度,shèshìdù,degrees centigrade,,3,摄,氏,she4,shi4,she4 shi4 du4
6,设想,shèxiǎng,to imagine; to assume; to envisage; tentative plan; to have consideration for,,2,设,想,she4,xiang3,she4 xiang3
5,摄影,shèyǐng,to take a photograph; photography; to shoot (a movie),,2,摄,影,she4,ying3,she4 ying3
6,设置,shèzhì,to set up; to install,,2,设,置,she4,zhi4,she4 zhi4
1,谁,shuí,who; also pronounced shui2,,1,谁,,shei2,,shei2
5,伸,shēn,to stretch; to extend,,1,伸,,shen1,,shen1
4,深,shēn,"close; deep; late; profound; dark (of color, water etc)",,1,深,,shen1,,shen1
6,深奥,shēn'ào,profound; abstruse; recondite; profoundly,,2,深,奥,shen1,ao4,shen1 ao4
6,申报,shēnbào,to report (to the authorities); to declare (to customs),,2,申,报,shen1,bao4,shen1 bao4
5,身材,shēncái,stature; build (height and weight); figure,,2,身,材,shen1,cai2,shen1 cai2
6,深沉,shēnchén,deep; extreme; dull; low pitched (sound),,2,深,沉,shen1,chen2,shen1 chen2
5,身份,shēnfèn,identity; status; capacity; dignity; position; rank,,2,身,份,shen1,fen4,shen1 fen4
5,深刻,shēnkè,profound; deep; deep-going,,2,深,刻,shen1,ke4,shen1 ke4
6,深情厚谊,shēnqínghòuyì,profound friendship,,4,深,情,shen1,qing2,shen1 qing2 hou4 yi4
4,申请,shēnqǐng,to apply for sth; application (form etc); CL:份[fen4],,2,申,请,shen1,qing3,shen1 qing3
6,绅士,shēnshì,gentleman,,2,绅,士,shen1,shi4,shen1 shi4
2,身体,shēntǐ,(human) body; health; CL:個|个[ge4],,2,身,体,shen1,ti3,shen1 ti3
6,呻吟,shēnyín,to moan; to groan,,2,呻,吟,shen1,yin2,shen1 yin2
5,神话,shénhuà,fairy tale; mythology; myth,,2,神,话,shen2,hua4,shen2 hua4
5,神经,shénjīng,nerve,,2,神,经,shen2,jing1,shen2 jing1
1,什么,shénme,what?; who?; something; anything,,2,什,么,shen2,me5,shen2 me5
5,神秘,shénmì,mysterious; mystery,,2,神,秘,shen2,mi4,shen2 mi4
6,神奇,shénqí,magical; mystical; miraculous,,2,神,奇,shen2,qi2,shen2 qi2
6,神气,shénqì,expression; manner; spirited; vigorous,,2,神,气,shen2,qi4,shen2 qi4
6,神情,shénqíng,look; expression,,2,神,情,shen2,qing2,shen2 qing2
6,神色,shénsè,expression; look,,2,神,色,shen2,se4,shen2 se4
6,神圣,shénshèng,divine; hallow; holy; sacred,,2,神,圣,shen2,sheng4,shen2 sheng4
6,神态,shéntài,appearance; manner; bearing; deportment; look; expression; mien,,2,神,态,shen2,tai4,shen2 tai4
6,神仙,shénxiān,"Daoist immortal; supernatural entity; (in modern fiction) fairy, elf, leprechaun etc; fig. lighthearted person; used in advertising: Live like an immortal! 活神仙似",,2,神,仙,shen2,xian1,shen2 xian1
6,审查,shěnchá,to examine; to investigate; to censor out; censorship,,2,审,查,shen3,cha2,shen3 cha2
6,审美,shěnměi,esthetics; appreciating the arts; taste,,2,审,美,shen3,mei3,shen3 mei3
6,审判,shěnpàn,a trial; to try sb,,2,审,判,shen3,pan4,shen3 pan4
6,渗透,shèntòu,to permeate; to infiltrate; to pervade; osmosis,,2,渗,透,shen4,tou4,shen4 tou4
4,甚至,shènzhì,even; so much so that,,2,甚,至,shen4,zhi4,shen4 zhi4
6,慎重,shènzhòng,cautious; careful; prudent,,2,慎,重,shen4,zhong4,shen4 zhong4
5,升,shēng,to raise; to hoist; to promote; metric liter (also written 公升); measure for dry grain equal to one-tenth dou 斗,,1,升,,sheng1,,sheng1
2,生病,shēngbìng,to fall ill; to sicken,,2,生,病,sheng1,bing4,sheng1 bing4
5,生产,shēngchǎn,childbirth; parturition; to produce; manufacture,,2,生,产,sheng1,chan3,sheng1 chan3
6,牲畜,shēngchù,domesticated animals; livestock,,2,牲,畜,sheng1,chu4,sheng1 chu4
6,生存,shēngcún,to exist; to survive,,2,生,存,sheng1,cun2,sheng1 cun2
5,声调,shēngdiào,tone; note; a tone (on a Chinese syllable); CL:個|个[ge4],,2,声,调,sheng1,diao4,sheng1 diao4
5,生动,shēngdòng,vivid; lively,,2,生,动,sheng1,dong4,sheng1 dong4
4,生活,shēnghuó,life; activity; to live; livelihood,,2,生,活,sheng1,huo2,sheng1 huo2
6,生机,shēngjī,opportunity to live; to reprieve from death; life force; vitality,,2,生,机,sheng1,ji1,sheng1 ji1
6,生理,shēnglǐ,physiology,,2,生,理,sheng1,li3,sheng1 li3
6,声明,shēngmíng,"statement; declaration; CL:項|项[xiang4],份[fen4]",,2,声,明,sheng1,ming2,sheng1 ming2
4,生命,shēngmìng,life; living; biological; CL:個|个[ge4],,2,生,命,sheng1,ming4,sheng1 ming4
3,生气,shēngqì,angry; mad; offended; animated; to get angry; to be enraged; to take offense; animation,,2,生,气,sheng1,qi4,sheng1 qi4
2,生日,shēngrì,birthday; CL:個|个[ge4],,2,生,日,sheng1,ri4,sheng1 ri4
6,声势,shēngshì,momentum,,2,声,势,sheng1,shi4,sheng1 shi4
6,生疏,shēngshū,unfamiliar; strange; out of practice; not accustomed,,2,生,疏,sheng1,shu1,sheng1 shu1
6,生态,shēngtài,way of life; ecology,,2,生,态,sheng1,tai4,sheng1 tai4
6,生物,shēngwù,organism; living creature; life form; biological; CL:個|个[ge4],,2,生,物,sheng1,wu4,sheng1 wu4
6,生效,shēngxiào,to take effect; to go into effect,,2,生,效,sheng1,xiao4,sheng1 xiao4
6,生锈,shēngxiù,to rust; to grow rusty; to corrode; oxidization,,2,生,锈,sheng1,xiu4,sheng1 xiu4
3,声音,shēngyīn,voice; sound; CL:個|个[ge4],,2,声,音,sheng1,yin1,sheng1 yin1
6,生育,shēngyù,to bear; to give birth; to grow; to rear; to bring up (children),,2,生,育,sheng1,yu4,sheng1 yu4
6,声誉,shēngyù,reputation; fame,,2,声,誉,sheng1,yu4,sheng1 yu4
5,绳子,shéngzi,cord; string; rope; CL:條|条[tiao2],,2,绳,子,sheng2,zi5,sheng2 zi5
4,省,shěng,to save; to economize; to do without; to omit; to leave out; province; CL:個|个[ge4],,1,省,,sheng3,,sheng3
6,省会,shěnghuì,provincial capital,,2,省,会,sheng3,hui4,sheng3 hui4
5,省略,shěnglüÈ,to leave out; an omission,,2,省,略,sheng3,lve4,sheng3 lve4
4,剩,shèng,to remain; to be left; to have as remainder,,1,剩,,sheng4,,sheng4
6,盛产,shèngchǎn,superabundant; to teem with; to produce in abundance; to abound in,,2,盛,产,sheng4,chan3,sheng4 chan3
6,胜负,shèngfù,victory or defeat; the outcome of a battle,,2,胜,负,sheng4,fu4,sheng4 fu4
6,盛开,shèngkāi,blooming; in full flower,,2,盛,开,sheng4,kai1,sheng4 kai1
5,胜利,shènglì,victory; CL:個|个[ge4],,2,胜,利,sheng4,li4,sheng4 li4
6,盛情,shèngqíng,great kindness; magnificent hospitality,,2,盛,情,sheng4,qing2,sheng4 qing2
6,盛行,shèngxíng,to be in vogue; to be prevalent,,2,盛,行,sheng4,xing2,sheng4 xing2
5,诗,shī,poem; CL: 首[shou3]; poetry; verse; abbr. for Book of Songs 詩經|诗经[shi1 jing1],,1,诗,,shi1,,shi1
4,失败,shībài,to be defeated; to lose; to fail (e.g. experiments); failure; defeat; CL:次[ci4],,2,失,败,shi1,bai4,shi1 bai4
6,师范,shīfàn,"teacher-training; pedagogical; normal (school, e.g. Beijing Normal University)",,2,师,范,shi1,fan4,shi1 fan4
4,师傅,shīfu,"master; qualified worker; respectful form of address for older men; CL:個|个[ge4],位[wei4],名[ming2]",,2,师,傅,shi1,fu5,shi1 fu5
6,施加,shījiā,to exert (effort or pressure),,2,施,加,shi1,jia1,shi1 jia1
5,失眠,shīmián,(suffer from) insomnia,,2,失,眠,shi1,mian2,shi1 mian2
5,失去,shīqù,to lose,,2,失,去,shi1,qu4,shi1 qu4
4,湿润,shīrùn,moist,,2,湿,润,shi1,run4,shi1 run4
6,尸体,shītǐ,dead body; corpse; carcass; CL:具[ju4],,2,尸,体,shi1,ti3,shi1 ti3
4,失望,shīwàng,disappointed; to lose hope; to despair,,2,失,望,shi1,wang4,shi1 wang4
6,失误,shīwù,"lapse; mistake; to make a mistake; fault; service fault (in volleyball, tennis etc)",,2,失,误,shi1,wu4,shi1 wu4
5,失业,shīyè,unemployment,,2,失,业,shi1,ye4,shi1 ye4
6,施展,shīzhǎn,to use fully; to put to use,,2,施,展,shi1,zhan3,shi1 zhan3
6,狮子,Shīzǐ,lion,,2,狮,子,shi1,zi5,shi1 zi5
6,失踪,shīzōng,missing; lost; unaccounted for,,2,失,踪,shi1,zong1,shi1 zong1
1,十,shí,ten; 10,,1,十,,shi2,,shi2
6,拾,shi,to pick up; to collate or arrange; ten (banker\'s anti-fraud numeral),,1,拾,,shi2,,shi2
6,识别,shíbié,to distinguish; to discern,,2,识,别,shi2,bie2,shi2 bie2
6,时差,shíchā,time difference; time lag; jet lag,,2,时,差,shi2,cha1,shi2 cha1
6,时常,shícháng,often; frequently,,2,时,常,shi2,chang2,shi2 chang2
5,时代,shídài,age; era; epoch; period; CL:個|个[ge4],,2,时,代,shi2,dai4,shi2 dai4
6,时而,shí'ér,occasionally; from time to time,,2,时,而,shi2,er2,shi2 er2
4,十分,shífēn,to divide into ten equal parts; very; hundred percent; completely; extremely; utterly; absolutely,,2,十,分,shi2,fen1,shi2 fen1
6,时光,shíguāng,time; era; period of time,,2,时,光,shi2,guang1,shi2 guang1
1,时候,shíhou,time; length of time; moment; period,,2,时,候,shi2,hou5,shi2 hou5
5,实话,shíhuà,truth,,2,实,话,shi2,hua4,shi2 hua4
6,实惠,shíhuì,tangible benefit; material advantages; advantageous (deal); substantial (discount),,2,实,惠,shi2,hui4,shi2 hui4
6,时机,shíjī,fortunate timing; occasion; opportunity,,2,时,机,shi2,ji1,shi2 ji1
4,实际,shíjì,actual; reality; practice,,2,实,际,shi2,ji4,shi2 ji4
2,时间,shíjiān,time; period; CL:段[duan4],,2,时,间,shi2,jian1,shi2 jian1
5,实践,shíjiàn,to practice; to put into practice; to fulfill,,2,实,践,shi2,jian4,shi2 jian4
5,时刻,shíkè,moment; CL:個|个[ge4]; constantly; always,,2,时,刻,shi2,ke4,shi2 ke4
6,实力,shílì,strength,,2,实,力,shi2,li4,shi2 li4
5,时髦,shímáo,in vogue; fashionable,,2,时,髦,shi2,mao2,shi2 mao2
4,食品,shípǐn,foodstuff; food; provisions; CL:種|种[zhong3],,2,食,品,shi2,pin3,shi2 pin3
5,时期,shíqī,a period in time or history; period; time (interval); phase; CL:個|个[ge4],,2,时,期,shi2,qi1,shi2 qi1
5,时尚,shíshàng,fashion,,2,时,尚,shi2,shang4,shi2 shang4
6,实施,shíshī,to implement; to carry out,,2,实,施,shi2,shi1,shi2 shi1
6,时事,shíshì,current trends; the present situation; how things are going,,2,时,事,shi2,shi4,shi2 shi4
6,实事求是,shíshìqiúshì,to seek truth from facts (idiom); to be practical and realistic,,4,实,事,shi2,shi4,shi2 shi4 qiu2 shi4
5,石头,shítou,stone; CL:塊|块[kuai4],,2,石,头,shi2,tou5,shi2 tou5
5,食物,shíwù,food; CL:種|种[zhong3],,2,食,物,shi2,wu4,shi2 wu4
5,实习,shíxí,to practice; field work,,2,实,习,shi2,xi2,shi2 xi2
5,实现,shíxiàn,to achieve; to implement; to realize; to bring about,,2,实,现,shi2,xian4,shi2 xian4
5,实行,shíxíng,to implement; to carry out; to put into practice,,2,实,行,shi2,xing2,shi2 xing2
5,实验,shíyàn,"to experiment; experiments; CL:個|个[ge4],次[ci4]",,2,实,验,shi2,yan4,shi2 yan4
5,实用,shíyòng,practical; functional; pragmatic; applied (science),,2,实,用,shi2,yong4,shi2 yong4
6,石油,shíyóu,oil; petroleum,,2,石,油,shi2,you2,shi2 you2
4,实在,shízài,in reality; honestly; really; verily; concrete,,2,实,在,shi2,zai4,shi2 zai4
6,实质,shízhì,substance; essence,,2,实,质,shi2,zhi4,shi2 zhi4
6,时装,shízhuāng,the latest fashion in clothes; fashionable,,2,时,装,shi2,zhuang1,shi2 zhuang1
6,十足,shízú,ample; complete; hundred percent; a pure shade (of some color),,2,十,足,shi2,zu2,shi2 zu2
3,使,shǐ,to make; to cause; to enable; to use; to employ; to send; to instruct sb to do sth; envoy; messenger,,1,使,,shi3,,shi3
5,使劲儿,shǐjìnr,to exert all one\'s strength,,3,使,劲,shi3,jin4,shi3 jin4 r5
6,使命,shǐmìng,mission (diplomatic or other); set task,,2,使,命,shi3,ming4,shi3 ming4
4,使用,shǐyòng,to use; to employ; to apply; to make use of,,2,使,用,shi3,yong4,shi3 yong4
5,始终,shǐzhōng,from beginning to end; all along,,2,始,终,shi3,zhong1,shi3 zhong1
1,是,shì,is; are; am; yes; to be,,1,是,,shi4,,shi4
4,试,shì,to test; to try; experiment; examination; test,,1,试,,shi4,,shi4
6,势必,shìbì,is bound to (happen),,2,势,必,shi4,bi4,shi4 bi4
5,士兵,shìbīng,soldier; CL:個|个[ge4],,2,士,兵,shi4,bing1,shi4 bing1
4,市场,shìchǎng,market place; market (also in abstract); abbr. for 超級市場|超级市场 supermarket; CL:個|个[ge4],,2,市,场,shi4,chang3,shi4 chang3
6,世代,shìdài,generation; an era; accumulation of years; passing on from generation to generation,,2,世,代,shi4,dai4,shi4 dai4
5,似的,shìde,seems as if; rather like;,,2,似,的,shi4,de5,shi4 de5
6,示范,shìfàn,to demonstrate; to show how to do sth; demonstration; a model example,,2,示,范,shi4,fan4,shi4 fan4
6,释放,shìfàng,to release; to set free; to liberate (a prisoner); to discharge,,2,释,放,shi4,fang4,shi4 fang4
6,是非,shìfēi,right and wrong; quarrel,,2,是,非,shi4,fei1,shi4 fei1
5,是否,shìfǒu,whether (or not); if; is or isn\'t,,2,是,否,shi4,fou3,shi4 fou3
6,事故,shìgù,"accident; CL:樁|桩[zhuang1],起[qi3],次[ci4]",,2,事,故,shi4,gu4,shi4 gu4
4,适合,shìhé,to fit; to suit,,2,适,合,shi4,he2,shi4 he2
4,世纪,shìjì,century; CL:個|个[ge4],,2,世,纪,shi4,ji4,shi4 ji4
6,事迹,shìjì,deed; past achievement; important event of the past,,2,事,迹,shi4,ji4,shi4 ji4
6,事件,shìjiàn,event; happening; incident; CL:個|个[ge4],,2,事,件,shi4,jian4,shi4 jian4
3,世界,shìjiè,world; CL:個|个[ge4],,2,世,界,shi4,jie4,shi4 jie4
6,世界观,shìjièguān,worldview; world outlook; Weltanschauung,,3,世,界,shi4,jie4,shi4 jie4 guan1
5,试卷,shìjuàn,"examination paper; test paper; CL:份[fen4],張|张[zhang1]",,2,试,卷,shi4,juan4,shi4 juan4
6,视力,shìlì,vision; eyesight,,2,视,力,shi4,li4,shi4 li4
6,势力,shìli,power; (ability to) influence,,2,势,力,shi4,li5,shi4 li5
5,事情,shìqing,"affair; matter; thing; business; CL:件[jian4],樁|桩[zhuang1]",,2,事,情,shi4,qing5,shi4 qing5
5,事实,shìshí,a fact; the fact that; CL:個|个[ge4],,2,事,实,shi4,shi2,shi4 shi2
6,逝世,shìshì,to pass away; to die,,2,逝,世,shi4,shi4,shi4 shi4
6,事态,shìtài,situation; existing state of affairs,,2,事,态,shi4,tai4,shi4 tai4
6,试图,shìtú,to attempt; to try,,2,试,图,shi4,tu2,shi4 tu2
6,示威,shìwēi,to demonstrate (as a protest); a demonstration; a military show of force,,2,示,威,shi4,wei1,shi4 wei1
5,事物,shìwù,thing; object; CL:個|个[ge4],,2,事,物,shi4,wu4,shi4 wu4
6,事务,shìwù,"(political, economic etc) affairs; work",,2,事,务,shi4,wu4,shi4 wu4
5,事先,shìxiān,in advance; before the event; beforehand; prior,,2,事,先,shi4,xian1,shi4 xian1
6,视线,shìxiàn,line of sight,,2,视,线,shi4,xian4,shi4 xian4
6,事项,shìxiàng,matter; item,,2,事,项,shi4,xiang4,shi4 xiang4
6,试验,shìyàn,"experiment; test; experimental; CL:次[ci4],個|个[ge4]",,2,试,验,shi4,yan4,shi4 yan4
6,视野,shìyě,field of view; horizon,,2,视,野,shi4,ye3,shi4 ye3
6,事业,shìyè,"undertaking; project; activity; (charitable, political or revolutionary) cause; publicly funded institution, enterprise or foundation; career; occupation; CL:個|个[ge4]",,2,事,业,shi4,ye4,shi4 ye4
6,适宜,shìyí,suitable; appropriate,,2,适,宜,shi4,yi2,shi4 yi2
6,示意,shìyì,to hint; to indicate (an idea to sb),,2,示,意,shi4,yi4,shi4 yi4
4,适应,shìyìng,to suit; to fit; to be suitable; to adapt; to get used to sth,,2,适,应,shi4,ying4,shi4 ying4
4,收,shōu,to receive; to accept; to collect; in care of (used on address line after name),,1,收,,shou1,,shou1
6,收藏,shōucáng,to hoard; to collect; collection,,2,收,藏,shou1,cang2,shou1 cang2
5,收获,shōuhuò,benefit; reward,,2,收,获,shou1,huo4,shou1 huo4
5,收据,shōujù,receipt; CL:張|张[zhang1],,2,收,据,shou1,ju4,shou1 ju4
4,收入,shōurù,"to take in; income; revenue; CL:筆|笔[bi3],個|个[ge4]",,2,收,入,shou1,ru4,shou1 ru4
4,收拾,shōushi,to put in order; to tidy up; to pack; to repair; to punish (colloquial); to manage,,2,收,拾,shou1,shi5,shou1 shi5
6,收缩,shōusuō,to pull back; to shrink; to contract,,2,收,缩,shou1,suo1,shou1 suo1
6,收益,shōuyì,earnings; profit,,2,收,益,shou1,yi4,shou1 yi4
6,收音机,shōuyīnjī,radio; CL:臺|台[tai2],,3,收,音,shou1,yin1,shou1 yin1 ji1
2,手表,shǒubiǎo,"wrist watch; CL:塊|块[kuai4],隻|只[zhi1],個|个[ge4]",,2,手,表,shou3,biao3,shou3 biao3
4,首都,shǒudū,capital (city); CL:個|个[ge4],,2,首,都,shou3,du1,shou3 du1
6,手法,shǒufǎ,technique; trick; skill,,2,手,法,shou3,fa3,shou3 fa3
5,手工,shǒugōng,handwork; manual,,2,手,工,shou3,gong1,shou3 gong1
6,守护,shǒuhù,to guard; to protect,,2,守,护,shou3,hu4,shou3 hu4
2,手机,shǒujī,cell phone; cellular phone; mobile phone; CL:部[bu4],,2,手,机,shou3,ji1,shou3 ji1
6,手势,shǒushì,gesture; sign; signal,,2,手,势,shou3,shi4,shou3 shi4
5,手术,shǒushù,surgical operation; operation; surgery; CL:個|个[ge4],,2,手,术,shou3,shu4,shou3 shu4
5,手套,shǒutào,"glove; mitten; CL:雙|双[shuang1],隻|只[zhi1]",,2,手,套,shou3,tao4,shou3 tao4
4,首先,shǒuxiān,first (of all); in the first place,,2,首,先,shou3,xian1,shou3 xian1
5,手续,shǒuxù,"formalities; procedures; CL:道[dao4],個|个[ge4]",,2,手,续,shou3,xu4,shou3 xu4
6,首要,shǒuyào,the most important; of chief importance,,2,首,要,shou3,yao4,shou3 yao4
6,手艺,shǒuyì,craftmanship; workmanship; handicraft; trade,,2,手,艺,shou3,yi4,shou3 yi4
5,手指,shǒuzhǐ,"finger; CL:個|个[ge4],隻|只[zhi1]",,2,手,指,shou3,zhi3,shou3 zhi3
3,瘦,shòu,tight; thin; lean,,1,瘦,,shou4,,shou4
4,受不了,shòubùliǎo,unbearable; unable to endure; can\'t stand,,3,受,不,shou4,bu4,shou4 bu4 liao3
5,受到,shòudào,to receive; to suffer; obtained; given,,2,受,到,shou4,dao4,shou4 dao4
4,售货员,shòuhuòyuán,salesperson; CL:個|个[ge4],,3,售,货,shou4,huo4,shou4 huo4 yuan2
5,寿命,shòumìng,life span; life expectancy,,2,寿,命,shou4,ming4,shou4 ming4
5,受伤,shòushāng,to sustain injuries; wounded (in an accident etc); harmed,,2,受,伤,shou4,shang1,shou4 shang1
6,授予,shòuyǔ,to award; to confer,,2,授,予,shou4,yu3,shou4 yu3
6,受罪,shòuzuì,to endure; to suffer; hardships; torments; a hard time; a nuisance,,2,受,罪,shou4,zui4,shou4 zui4
1,书,shū,"book; letter; CL:本[ben3],冊|册[ce4],部[bu4]; see also 書經|书经 Book of History",,1,书,,shu1,,shu1
4,输,shū,to lose; to transport; to donate; to enter (a password),,1,输,,shu1,,shu1
5,蔬菜,shūcài,vegetables; produce; CL:種|种[zhong3],,2,蔬,菜,shu1,cai4,shu1 cai4
6,舒畅,shūchàng,happy; entirely free from worry,,2,舒,畅,shu1,chang4,shu1 chang4
6,书法,shūfǎ,calligraphy; handwriting; penmanship,,2,书,法,shu1,fa3,shu1 fa3
3,舒服,shūfu,comfortable; feeling well,,2,舒,服,shu1,fu5,shu1 fu5
6,疏忽,shūhu,to neglect; to overlook; negligence; carelessness,,2,疏,忽,shu1,hu5,shu1 hu5
6,书记,shūji,secretary; clerk; CL:個|个[ge4],,2,书,记,shu1,ji5,shu1 ji5
5,书架,shūjià,bookshelf; CL:個|个[ge4],,2,书,架,shu1,jia4,shu1 jia4
6,书面,shūmiàn,in writing; written (guarantee etc),,2,书,面,shu1,mian4,shu1 mian4
5,输入,shūrù,to import; to input,,2,输,入,shu1,ru4,shu1 ru4
5,舒适,shūshì,cozy; snug,,2,舒,适,shu1,shi4,shu1 shi4
3,叔叔,shūshu,father\'s younger brother; uncle; Taiwan pr. shu2 shu5; CL:個|个[ge4],,2,叔,叔,shu1,shu5,shu1 shu5
5,梳子,shūzi,comb; CL:把[ba3],,2,梳,子,shu1,zi5,shu1 zi5
5,熟练,shúliàn,practiced; proficient; skilled; skillful,,2,熟,练,shu2,lian4,shu2 lian4
4,熟悉,shúxī,to be familiar with; to know well,,2,熟,悉,shu2,xi1,shu2 xi1
6,数,shù,to count; to enumerate; to criticize (i.e. enumerate shortcomings),,1,数,,shu3,,shu3
5,鼠标,shǔbiāo,mouse (computing),,2,鼠,标,shu3,biao1,shu3 biao1
5,属于,shǔyú,classified as; to belong to; to be part of,,2,属,于,shu3,yu2,shu3 yu2
6,竖,shù,to erect; vertical; vertical stroke (in Chinese characters),,1,竖,,shu4,,shu4
6,束,shù,to bind; to tie; bundle; cluster; restraint,,1,束,,shu4,,shu4
3,树,shù,tree; CL:棵[ke1],,1,树,,shu4,,shu4
6,数额,shù'é,amount; sum of money; fixed number,,2,数,额,shu4,e2,shu4 e2
6,束缚,shùfù,to bind; to restrict; to tie; to commit; fetters,,2,束,缚,shu4,fu4,shu4 fu4
