hsk,characters,pinyin,english,extra,len,c1,c2,p1,p2,pinyin_num
5,浅,qiǎn,"shallow, not deep; superficial",,1,浅,,qian3,,qian3
6,谴责,qiǎnzé,to denounce; to condemn; to criticize; condemnation; criticism,,2,谴,责,qian3,ze2,qian3 ze2
5,欠,qiàn,deficient; owe; to lack; yawn,,1,欠,,qian4,,qian4
5,枪,qiāng,"gun; firearm; rifle; spear; CL:支[zhi1],把[ba3]",,1,枪,,qiang1,,qiang1
6,抢劫,qiǎngjié,to rob; looting,,2,抢,劫,qiang1,jie2,qiang1 jie2
4,墙,qiáng,"wall; CL:面[mian4],堵[du3]",,1,墙,,qiang2,,qiang2
5,强调,qiángdiào,to emphasize (a statement); to stress,,2,强,调,qiang2,diao4,qiang2 diao4
5,强烈,qiángliè,intense; (violently) strong,,2,强,烈,qiang2,lie4,qiang2 lie4
6,强制,qiángzhì,to enforce; enforcement; forcibly; compulsory,,2,强,制,qiang2,zhi4,qiang2 zhi4
5,抢,qiǎng,fight over; to rush; to scramble; to grab; to rob; to snatch,,1,抢,,qiang3,,qiang3
6,抢救,qiǎngjiù,rescue,,2,抢,救,qiang3,jiu4,qiang3 jiu4
6,强迫,qiǎngpò,to compel; to force,,2,强,迫,qiang3,po4,qiang3 po4
4,敲,qiāo,extort; knock; to strike; to knock (at a door); to hit,,1,敲,,qiao1,,qiao1
5,悄悄,qiāoqiāo,quietly; secretly; stealthily,,2,悄,悄,qiao1,qiao1,qiao1 qiao1
4,桥,qiáo,bridge; CL:座[zuo4],,1,桥,,qiao2,,qiao2
5,瞧,qiáo,look at,,1,瞧,,qiao2,,qiao2
6,桥梁,qiáoliáng,bridge; fig. connection between two areas,,2,桥,梁,qiao2,liang2,qiao2 liang2
4,巧克力,qiǎokèlì,chocolate (loanword); CL:塊|块[kuai4],,3,巧,克,qiao3,ke4,qiao3 ke4 li4
5,巧妙,qiǎomiào,ingenious; clever,,2,巧,妙,qiao3,miao4,qiao3 miao4
6,翘,qiào,to raise,,1,翘,,qiao4,,qiao4
5,切,qiè,to cut; to slice; tangent (math),,1,切,,qie1,,qie1
6,锲而不舍,qiè'érbùshě,to chip away at a task and not abandon it (idiom); to chisel away at sth; to persevere; unflagging efforts,,4,锲,而,qie4,er2,qie4 er2 bu4 she3
6,切实,qièshí,feasible; earnestly; conscientiously; realistic; practical,,2,切,实,qie4,shi2,qie4 shi2
5,亲爱,qīn'ài,Dear or beloved (way of starting a letter),,2,亲,爱,qin1,ai4,qin1 ai4
6,侵犯,qīnfàn,to infringe on; to encroach on; to violate,,2,侵,犯,qin1,fan4,qin1 fan4
5,侵略,qīnlüÈ,invasion; encroachment,,2,侵,略,qin1,lve4,qin1 lve4
6,钦佩,qīnpèi,to admire; to look up to; to respect sb greatly,,2,钦,佩,qin1,pei4,qin1 pei4
4,亲戚,qīnqi,"a relative (i.e. family relation); CL:門|门[men2],個|个[ge4],位[wei4]",,2,亲,戚,qin1,qi5,qin1 qi5
5,亲切,qīnqiè,amiable; friendliness; gracious; hospitality; intimate; cordial; kind; close and dear; familiar,,2,亲,切,qin1,qie4,qin1 qie4
6,亲热,qīnrè,affectionate; intimate; warm-hearted,,2,亲,热,qin1,re4,qin1 re4
6,亲身,qīnshēn,personal; oneself,,2,亲,身,qin1,shen1,qin1 shen1
5,亲自,qīnzì,personally,,2,亲,自,qin1,zi4,qin1 zi4
5,勤奋,qínfèn,hardworking; diligent,,2,勤,奋,qin2,fen4,qin2 fen4
6,勤俭,qínjiǎn,hardworking and frugal,,2,勤,俭,qin2,jian3,qin2 jian3
6,勤恳,qínkěn,diligent and attentive; assiduous; sincere,,2,勤,恳,qin2,ken3,qin2 ken3
5,勤劳,qínláo,hardworking; industrious; diligent,,2,勤,劳,qin2,lao2,qin2 lao2
5,青,qīng,nature\'s color; green or blue; greenish black; youth; young (of people); abbr. for Qinghai province 青海,,1,青,,qing1,,qing1
6,氢,qīng,hydrogen (chemistry),,1,氢,,qing1,,qing1
4,轻,qīng,light; easy; gentle; soft; reckless; unimportant; frivolous; small in number; unstressed; neutral,,1,轻,,qing1,,qing1
6,清澈,qīngchè,clear; limpid,,2,清,澈,qing1,che4,qing1 che4
6,清晨,qīngchén,early morning,,2,清,晨,qing1,chen2,qing1 chen2
6,清除,qīngchú,eliminate; get rid of,,2,清,除,qing1,chu2,qing1 chu2
3,清楚,qīngchu,clear; clearly understood; distinct,,2,清,楚,qing1,chu5,qing1 chu5
5,青春,qīngchūn,youth; youthfulness,,2,青,春,qing1,chun1,qing1 chun1
5,清淡,qīngdàn,"light (of food, not greasy or strongly flavored); insipid; slack (sales)",,2,清,淡,qing1,dan4,qing1 dan4
6,轻而易举,qīng'éryìjǔ,easy; with no difficulty,,4,轻,而,qing1,er2,qing1 er2 yi4 ju3
6,清洁,qīngjié,clean; purity,,2,清,洁,qing1,jie2,qing1 jie2
6,清理,qīnglǐ,clear; to put in order; to check up,,2,清,理,qing1,li3,qing1 li3
5,青少年,qīngshàonián,an adolescent; a youth; young person; teenage; teenager,,3,青,少,qing1,shao4,qing1 shao4 nian2
5,轻视,qīngshì,contempt; contemptuous; to despise; to scorn; scornful,,2,轻,视,qing1,shi4,qing1 shi4
4,轻松,qīngsōng,gentle; relaxed,,2,轻,松,qing1,song1,qing1 song1
6,倾听,qīngtīng,to listen attentively,,2,倾,听,qing1,ting1,qing1 ting1
6,清晰,qīngxī,clear; distinct,,2,清,晰,qing1,xi1,qing1 xi1
6,倾向,qīngxiàng,trend; tendency; orientation,,2,倾,向,qing1,xiang4,qing1 xiang4
6,倾斜,qīngxié,to incline; to lean; to slant; to slope; to tilt,,2,倾,斜,qing1,xie2,qing1 xie2
6,清醒,qīngxǐng,clear-headed; sober; awake,,2,清,醒,qing1,xing3,qing1 xing3
6,清真,qīngzhēn,Islamic; Muslim; halal (of food); clean; pure,,2,清,真,qing1,zhen1,qing1 zhen1
2,晴,qíng,clear; fine (weather),,1,晴,,qing2,,qing2
6,情报,qíngbào,(spy) intelligence; information-gathering,,2,情,报,qing2,bao4,qing2 bao4
6,情节,qíngjié,plot; circumstances,,2,情,节,qing2,jie2,qing2 jie2
5,情景,qíngjǐng,scene; sight; circumstances; CL:個|个[ge4],,2,情,景,qing2,jing3,qing2 jing3
4,情况,qíngkuàng,"circumstances; state of affairs; situation; CL:個|个[ge4],種|种[zhong3]",,2,情,况,qing2,kuang4,qing2 kuang4
6,晴朗,qínglǎng,sunny and cloudless,,2,晴,朗,qing2,lang3,qing2 lang3
6,情理,qínglǐ,reason; sense,,2,情,理,qing2,li3,qing2 li3
6,情形,qíngxing,circumstances; situation; CL:個|个[ge4],,2,情,形,qing2,xing2,qing2 xing2
5,情绪,qíngxù,feeling; sentiment; CL:種|种[zhong3],,2,情,绪,qing2,xu4,qing2 xu4
1,请,qǐng,to ask; to invite; please (do sth); to treat (to a meal etc); to request,,1,请,,qing3,,qing3
4,请假,qǐngjià,ask for time off,,2,请,假,qing3,jia4,qing3 jia4
6,请柬,qǐngjiǎn,invitation card; written invitation,,2,请,柬,qing3,jian3,qing3 jian3
6,请教,qǐngjiào,consult,,2,请,教,qing3,jiao4,qing3 jiao4
4,请客,qǐngkè,give a dinner party; entertain guests; invite to dinner,,2,请,客,qing3,ke4,qing3 ke4
5,请求,qǐngqiú,request; CL:個|个[ge4],,2,请,求,qing3,qiu2,qing3 qiu2
6,请示,qǐngshì,ask for instructions,,2,请,示,qing3,shi4,qing3 shi4
6,请帖,qǐngtiě,invitation card; written invitation,,2,请,帖,qing3,tie3,qing3 tie3
5,庆祝,qìngzhù,celebrate,,2,庆,祝,qing4,zhu4,qing4 zhu4
4,穷,qióng,exhausted; poor,,1,穷,,qiong2,,qiong2
3,秋,qiū,autumn; fall; harvest time; a swing; surname Qiu,,1,秋,,qiu1,,qiu1
6,丘陵,qiūlíng,hills,,2,丘,陵,qiu1,ling2,qiu1 ling2
5,球迷,qiúmí,soccer fan; crazy about ball sports; CL:個|个[ge4],,2,球,迷,qiu2,mi2,qiu2 mi2
4,区别,qūbié,difference; to distinguish; to discriminate; to make a distinction; CL:個|个[ge4],,2,区,别,qu1,bie2,qu1 bie2
6,区分,qūfēn,to differentiate; to find differing aspects,,2,区,分,qu1,fen1,qu1 fen1
6,屈服,qūfú,to surrender; to yield,,2,屈,服,qu1,fu2,qu1 fu2
5,趋势,qūshì,trend; tendency,,2,趋,势,qu1,shi4,qu1 shi4
6,区域,qūyù,area; region; district,,2,区,域,qu1,yu4,qu1 yu4
6,曲折,qūzhé,complicated; winding,,2,曲,折,qu1,zhe2,qu1 zhe2
6,驱逐,qūzhú,to expel; to deport; banishment,,2,驱,逐,qu1,zhu2,qu1 zhu2
6,渠道,qúdào,irrigation ditch; medium or channel of communication,,2,渠,道,qu2,dao4,qu2 dao4
4,取,qǔ,to take; to get; to choose; to fetch,,1,取,,qu3,,qu3
5,娶,qǔ,take a wife; to marry (a woman),,1,娶,,qu3,,qu3
6,取缔,qǔdì,"to ban; to prohibit (publications, customs etc); to outlaw; to suppress (violators)",,2,取,缔,qu3,di4,qu3 di4
5,取消,qǔxiāo,to cancel; cancellation,,2,取,消,qu3,xiao1,qu3 xiao1
6,曲子,qǔzi,poem for singing; tune; music; CL:支[zhi1],,2,曲,子,qu3,zi5,qu3 zi5
1,去,qù,to go; to go to (a place); to cause to go or send (sb); to remove; to get rid of; (when used either before or after a verb) to go in order to do sth; to be apart from in space or time; (after a verb of motion indicates movement away from the speaker); (used after certain verbs to indicate detachment or separation); (of a time or an event etc) just passed or elapsed,,1,去,,qu4,,qu4
2,去年,qùnián,last year,,2,去,年,qu4,nian2,qu4 nian2
5,去世,qùshì,to pass away; to die,,2,去,世,qu4,shi4,qu4 shi4
6,趣味,qùwèi,fun; interest; delight; taste; liking; preference,,2,趣,味,qu4,wei4,qu4 wei4
5,圈,quān,"circle; ring; loop; classifier for loops, orbits, laps of race etc; CL:個|个[ge4]",,1,圈,,quan1,,quan1
6,圈套,quāntào,trap; snare; trick,,2,圈,套,quan1,tao4,quan1 tao4
4,全部,quánbù,whole; entire; complete,,2,全,部,quan2,bu4,quan2 bu4
6,权衡,quánhéng,to weigh; to consider; to assess; to balance; to trade-off,,2,权,衡,quan2,heng2,quan2 heng2
6,全局,quánjú,overall situation,,2,全,局,quan2,ju2,quan2 ju2
5,权利,quánlì,power; right; privilege,,2,权,利,quan2,li4,quan2 li4
5,权力,quánlì,(wield) power,,2,权,力,quan2,li4,quan2 li4
6,全力以赴,quánlìyǐfù,do at all costs; make an all-out effort,,4,全,力,quan2,li4,quan2 li4 yi3 fu4
5,全面,quánmiàn,all-around; comprehensive; total; overall,,2,全,面,quan2,mian4,quan2 mian4
6,拳头,quántou,fist; clenched fist; competitive (product); superior quality; CL: 個|个,,2,拳,头,quan2,tou5,quan2 tou5
6,权威,quánwēi,authority; authoritative; power and prestige,,2,权,威,quan2,wei1,quan2 wei1
6,权益,quányì,rights and benefits,,2,权,益,quan2,yi4,quan2 yi4
6,犬,quǎn,dog,,1,犬,,quan3,,quan3
5,劝,quàn,to advise; to urge; to try to persuade; exhort,,1,劝,,quan4,,quan4
4,缺点,quēdiǎn,weak point; fault; shortcoming; CL:個|个[ge4],,2,缺,点,que1,dian3,que1 dian3
5,缺乏,quēfá,shortage; be lacking; to be short of; to lack; scarcity,,2,缺,乏,que1,fa2,que1 fa2
6,缺口,quēkǒu,nick; jag; gap; shortfall,,2,缺,口,que1,kou3,que1 kou3
4,缺少,quēshǎo,lack; shortage of; shortfall; to be short (of); to lack,,2,缺,少,que1,shao3,que1 shao3
6,缺席,quēxí,absence; absent,,2,缺,席,que1,xi2,que1 xi2
6,缺陷,quēxiàn,a defect; a flaw,,2,缺,陷,que1,xian4,que1 xian4
6,瘸,qué,lame,,1,瘸,,que2,,que2
4,却,què,but; yet; however; while; to go back; to decline; to retreat; nevertheless; even though,,1,却,,que4,,que4
6,确保,quèbǎo,to ensure; to guarantee,,2,确,保,que4,bao3,que4 bao3
5,确定,quèdìng,definite; certain; fixed; to fix (on sth); to determine; to be sure; to ensure; to make certain; to ascertain; to clinch; to recognize; to confirm; OK (on computer dialog box),,2,确,定,que4,ding4,que4 ding4
6,确立,quèlì,to establish; to institute,,2,确,立,que4,li4,que4 li4
6,确切,quèqiè,definite; exact; precise,,2,确,切,que4,qie4,que4 qie4
5,确认,quèrèn,to confirm; to verify; confirmation,,2,确,认,que4,ren4,que4 ren4
4,确实,quèshí,indeed; really; reliable; real; true,,2,确,实,que4,shi2,que4 shi2
6,确信,quèxìn,to be convinced; to be sure; to firmly believe; to be positive that; definite news,,2,确,信,que4,xin4,que4 xin4
4,群,qún,"group; crowd; flock, herd, pack etc",,1,群,,qun2,,qun2
6,群众,qúnzhòng,mass; multitude; the masses,,2,群,众,qun2,zhong4,qun2 zhong4
3,裙子,qúnzi,skirt; CL:條|条[tiao2],,2,裙,子,qun2,zi5,qun2 zi5
4,然而,rán'ér,however; yet; but,,2,然,而,ran2,er2,ran2 er2
3,然后,ránhòu,after; then (afterwards); after that; afterwards,,2,然,后,ran2,hou4,ran2 hou4
5,燃烧,ránshāo,combustion; flaming; kindle,,2,燃,烧,ran2,shao1,ran2 shao1
6,染,rǎn,to dye; to catch (a disease); to acquire (bad habits etc); to contaminate; to add colour washes to a painting,,1,染,,ran3,,ran3
5,嚷,rǎng,blurt out; to shout,,1,嚷,,rang3,,rang3
2,让,ràng,to yield; to permit; to let sb do sth; to have sb do sth,,1,让,,rang4,,rang4
6,让步,ràngbù,to concede; to give in; to yield; a concession,,2,让,步,rang4,bu4,rang4 bu4
6,饶恕,ráoshù,forgiveness; spare,,2,饶,恕,rao2,shu4,rao2 shu4
6,扰乱,rǎoluàn,to disturb; to perturb; to harass,,2,扰,乱,rao3,luan4,rao3 luan4
5,绕,rào,to wind; to coil (thread); to rotate around; to spiral; to move around; to go round (an obstacle); to by-pass; to make a detour; to confuse; to perplex,,1,绕,,rao4,,rao4
1,下雨,xiàyǔ,to rain; rainy,,2,下,雨,xia4,yu3,xia4 yu3
6,惹祸,rěhuò,stirring up trouble; to invite disaster,,2,惹,祸,re3,huo4,re3 huo4
1,热,rè,heat; to heat up; fervent; hot (of weather); warm up,,1,热,,re4,,re4
5,热爱,rè'ài,to love ardently; to adore,,2,热,爱,re4,ai4,re4 ai4
6,热泪盈眶,rèlèiyíngkuàng,eyes brimming with tears of excitement (idiom); extremely moved,,4,热,泪,re4,lei4,re4 lei4 ying2 kuang4
5,热烈,rèliè,warm (welcome etc),,2,热,烈,re4,lie4,re4 lie4
6,热门,rèmén,popular; hot; in vogue,,2,热,门,re4,men2,re4 men2
4,热闹,rènao,bustling with noise and excitement; lively,,2,热,闹,re4,nao5,re4 nao5
3,热情 ,rèqíng ,cordial; enthusiastic; passion; passionate; passionately,,3,热,情,re4,qing2,re4 qing2
5,热心,rèxīn,enthusiasm; zeal; zealous; zest; enthusiastic; ardent; warmhearted,,2,热,心,re4,xin1,re4 xin1
1,人,rén,"man; person; people; CL:個|个[ge4],位[wei4]",,1,人,,ren2,,ren2
5,人才,réncái,a person\'s talent; talented person; distinguished person; a talent (worth head-hunting); person\'s looks; an attractive woman; used interchangeably with 人材; CL:個|个[ge4],,2,人,才,ren2,cai2,ren2 cai2
6,仁慈,réncí,benevolent; charitable; kind; kindly; kindness; merciful,,2,仁,慈,ren2,ci2,ren2 ci2
6,人道,réndào,"human sympathy; humanitarianism; humane; the ""human way"", one of the stages in the cycle of reincarnation (Buddhism); sexual intercourse",,2,人,道,ren2,dao4,ren2 dao4
6,人格,réngé,personality; integrity; dignity,,2,人,格,ren2,ge2,ren2 ge2
6,人工,réngōng,artificial; manpower; manual work,,2,人,工,ren2,gong1,ren2 gong1
6,人家,rénjia,"other; other people; him(her, them); I",,2,人,家,ren2,jia5,ren2 jia5
6,人间,rénjiān,man\'s world; the world,,2,人,间,ren2,jian1,ren2 jian1
5,人口,rénkǒu,population,,2,人,口,ren2,kou3,ren2 kou3
5,人类,rénlèi,humanity; human race; mankind,,2,人,类,ren2,lei4,ren2 lei4
4,人民币,rénmínbì,Renminbi (RMB); Chinese Yuan (CNY),,3,人,民,ren2,min2,ren2 min2 bi4
5,人生,rénshēng,human life,,2,人,生,ren2,sheng1,ren2 sheng1
5,人事,rénshì,human affairs; ways of the world; consciousness of the world; what is humanly possible; personnel matters; sexual awareness; sexual passion; facts of life,,2,人,事,ren2,shi4,ren2 shi4
6,人士,rénshì,person; figure; public figure,,2,人,士,ren2,shi4,ren2 shi4
6,人为,rénwéi,artificial; man-made; having human cause or origin; human attempt or effort,,2,人,为,ren2,wei2,ren2 wei2
5,人物,rénwù,"a person; a character (in a play, novel etc); a protagonist; CL:個|个[ge4]",,2,人,物,ren2,wu4,ren2 wu4
6,人性,rénxìng,human nature; humanity; human; the totality of human attributes,,2,人,性,ren2,xing4,ren2 xing4
5,人员,rényuán,staff; crew; personnel; CL:個|个[ge4],,2,人,员,ren2,yuan2,ren2 yuan2
6,人质,rénzhì,hostage,,2,人,质,ren2,zhi4,ren2 zhi4
5,忍不住,rěnbuzhù,cannot help; unable to bear,,3,忍,不,ren3,bu5,ren3 bu5 zhu4
6,忍耐,rěnnài,to show restraint; to repress (anger etc); to exercise patience,,2,忍,耐,ren3,nai4,ren3 nai4
6,忍受,rěnshòu,to bear; to endure,,2,忍,受,ren3,shou4,ren3 shou4
6,认定,rèndìng,to maintain (that sth is true); to determine (a fact); determination (of an amount); of the firm opinion; to believe firmly; to set one\'s mind on; to identify with,,2,认,定,ren4,ding4,ren4 ding4
4,任何,rènhé,any; whatever; whichever; whatsoever,,2,任,何,ren4,he2,ren4 he2
6,认可,rènkě,to approve; approval; acknowledgment; OK,,2,认,可,ren4,ke3,ren4 ke3
6,任命,rènmìng,to appoint and nominate,,2,任,命,ren4,ming4,ren4 ming4
1,认识,rènshi,to know; to recognize; to be familiar with; acquainted with sth; knowledge; understanding; awareness; cognition,,2,认,识,ren4,shi5,ren4 shi5
3,认为,rènwéi,to believe; to think; to consider; to feel,,2,认,为,ren4,wei2,ren4 wei2
4,任务,rènwu,"mission; assignment; task; duty; role; CL:項|项[xiang4],個|个[ge4]",,2,任,务,ren4,wu5,ren4 wu5
6,任性,rènxìng,willful; headstrong; uninhibited,,2,任,性,ren4,xing4,ren4 xing4
6,任意,rènyì,arbitrary; at will; at random,,2,任,意,ren4,yi4,ren4 yi4
3,认真,rènzhēn,conscientious; earnest; serious; to take seriously; to take to heart,,2,认,真,ren4,zhen1,ren4 zhen1
6,任重道远,rènzhòngdàoyuǎn,"a heavy load and a long road; fig. to bear heavy responsibilities through a long struggle (cf Confucian Analects, 8.7)",,4,任,重,ren4,zhong4,ren4 zhong4 dao4 yuan3
4,扔,rēng,to throw; to throw away,,1,扔,,reng1,,reng1
6,仍旧,réngjiù,still (remaining); to remain (the same); yet,,2,仍,旧,reng2,jiu4,reng2 jiu4
4,仍然,réngrán,still; yet,,2,仍,然,reng2,ran2,reng2 ran2
1,日,rì,"sun; day; date, day of the month; abbr. for 日本|日本 Japan",,1,日,,ri4,,ri4
5,日常,rìcháng,daily; everyday,,2,日,常,ri4,chang2,ri4 chang2
5,日程,rìchéng,schedule; itinerary; CL:個|个[ge4],,2,日,程,ri4,cheng2,ri4 cheng2
4,日记,rìjì,"diary; CL:則|则[ze2],本[ben3],篇[pian1]",,2,日,记,ri4,ji4,ri4 ji4
5,日历,rìlì,"calendar; CL:張|张[zhang1],本[ben3]",,2,日,历,ri4,li4,ri4 li4
5,日期,rìqī,date; CL:個|个[ge4],,2,日,期,ri4,qi1,ri4 qi1
6,日新月异,rìxīnyuèyì,"daily renewal, monthly change (idiom); every day sees new developments; rapid progress",,4,日,新,ri4,xin1,ri4 xin1 yue4 yi4
6,日益,rìyì,day by day; more and more; increasingly; more and more with each passing day,,2,日,益,ri4,yi4,ri4 yi4
5,日用品,rìyòngpǐn,"articles for daily use; CL:件[jian4],個|个[ge4]",,3,日,用,ri4,yong4,ri4 yong4 pin3
5,融化,rónghuà,to melt; to thaw; to dissolve; to blend into; to combine; to fuse,,2,融,化,rong2,hua4,rong2 hua4
6,溶解,róngjiě,dissolve; solution,,2,溶,解,rong2,jie3,rong2 jie3
6,容貌,róngmào,one\'s appearance; one\'s aspect; looks; features,,2,容,貌,rong2,mao4,rong2 mao4
6,容纳,róngnà,to hold; to contain; to accommodate; to tolerate (different opinions),,2,容,纳,rong2,na4,rong2 na4
6,容器,róngqì,receptacle; vessel,,2,容,器,rong2,qi4,rong2 qi4
6,融洽,róngqià,harmonious; friendly relations; on good terms with one another,,2,融,洽,rong2,qia4,rong2 qia4
6,容忍,róngrěn,to put up with; to tolerate,,2,容,忍,rong2,ren3,rong2 ren3
5,荣幸,róngxìng,honored,,2,荣,幸,rong2,xing4,rong2 xing4
3,容易,róngyì,easy; likely; liable (to),,2,容,易,rong2,yi4,rong2 yi4
5,荣誉,róngyù,honor; credit; glory; (honorable) reputation,,2,荣,誉,rong2,yu4,rong2 yu4
6,揉,róu,to knead; to massage; to rub,,1,揉,,rou2,,rou2
6,柔和,róuhé,gentle; soft,,2,柔,和,rou2,he2,rou2 he2
3,如果,rúguǒ,if; in case; in the event that,,2,如,果,ru2,guo3,ru2 guo3
5,如何,rúhé,how; what way; what,,2,如,何,ru2,he2,ru2 he2
5,如今,rújīn,nowadays; now,,2,如,今,ru2,jin1,ru2 jin1
4,入口,rùkǒu,entrance,,2,入,口,ru4,kou3,ru4 kou3
4,软,ruǎn,soft; flexible,,1,软,,ruan3,,ruan3
5,软件,ruǎnjiàn,(computer) software,,2,软,件,ruan3,jian4,ruan3 jian4
5,弱,ruò,weak; feeble; young; inferior; (following a decimal or fraction) slightly less than,,1,弱,,ruo4,,ruo4
6,弱点,ruòdiǎn,weak point; failing,,2,弱,点,ruo4,dian3,ruo4 dian3
6,若干,ruògān,a certain number or amount; how many?; how much?,,2,若,干,ruo4,gan1,ruo4 gan1
6,撒谎,sāhuǎng,to tell lies,,2,撒,谎,sa1,huang3,sa1 huang3
5,洒,sǎ,to sprinkle; to spray; to spill; to shed,,1,洒,,sa3,,sa3
6,腮,sāi,cheek (esp. lower cheek); jaw; gills (of fish),,1,腮,,sai1,,sai1
1,三,sān,three; 3,,1,三,,san1,,san1
6,三角,sānjiǎo,triangle,,2,三,角,san1,jiao3,san1 jiao3
3,伞,sǎn,umbrella; parasol; CL:把[ba3],,1,伞,,san3,,san3
6,散文,sǎnwén,prose; essay,,2,散,文,san3,wen2,san3 wen2
4,散步,sànbù,to take a walk; to go for a walk,,2,散,步,san4,bu4,san4 bu4
5,迅速,xùnsù,rapid; speedy; fast,,2,迅,速,xun4,su4,xun4 su4
6,散发,sànfā,distribute; emit; issue,,2,散,发,san4,fa1,san4 fa1
5,嗓子,sǎngzi,throat; voice; CL:把[ba3],,2,嗓,子,sang3,zi5,sang3 zi5
6,丧失,sàngshī,to lose; to forfeit,,2,丧,失,sang4,shi1,sang4 shi1
6,嫂子,sǎozi,(informal) older brother\'s wife; sister-in-law; CL:個|个[ge4],,2,嫂,子,sao3,zi5,sao3 zi5
6,色彩,sècǎi,tint; coloring; coloration; character,,2,色,彩,se4,cai3,se4 cai3
4,森林,sēnlín,forest; CL:片[pian4],,2,森,林,sen1,lin2,sen1 lin2
5,杀,shā,to kill; to murder; to fight; to weaken or reduce; to smart (topolect); to counteract; (used after a verb) extremely,,1,杀,,sha1,,sha1
6,刹车,shāchē,to brake (when driving); to stop; to switch off; to check (bad habits); a brake,,2,刹,车,sha1,che1,sha1 che1
4,沙发,shāfā,"sofa; CL:條|条[tiao2],張|张[zhang1]",,2,沙,发,sha1,fa1,sha1 fa1
5,沙漠,shāmò,desert; CL:個|个[ge4],,2,沙,漠,sha1,mo4,sha1 mo4
5,沙滩,shātān,sand bar; beach; CL:片[pian4],,2,沙,滩,sha1,tan1,sha1 tan1
6,啥,shà,(dialect) what,,1,啥,,sha2,,sha2
5,傻,shǎ,foolish,,1,傻,,sha3,,sha3
6,筛选,shāixuǎn,to filter,,2,筛,选,shai1,xuan3,shai1 xuan3
5,晒,shài,"to dry in the sun; to sunbathe; to share files (loan from ""share"")",,1,晒,,shai4,,shai4
5,删除,shānchú,to delete; to cancel,,2,删,除,shan1,chu2,shan1 chu2
6,山脉,shānmài,mountain range; CL:條|条[tiao2],,2,山,脉,shan1,mai4,shan1 mai4
5,闪电,shǎndiàn,lightning; CL:道[dao4],,2,闪,电,shan3,dian4,shan3 dian4
6,闪烁,shǎnshuò,flicker; twinkling,,2,闪,烁,shan3,shuo4,shan3 shuo4
6,擅长,shàncháng,to be good at; to be expert in,,2,擅,长,shan4,chang2,shan4 chang2
5,善良,shànliáng,good and honest; kind-hearted,,2,善,良,shan4,liang2,shan4 liang2
5,善于,shànyú,be good at; be adept in,,2,善,于,shan4,yu2,shan4 yu2
6,擅自,shànzì,without permission; of one\'s own initiative,,2,擅,自,shan4,zi4,shan4 zi4
6,扇子,shànzi,fan; CL:把[ba3],,2,扇,子,shan4,zi5,shan4 zi5
6,商标,shāngbiāo,trademark; logo,,2,商,标,shang1,biao1,shang1 biao1
1,商店,shāngdiàn,"store; shop; CL:家[jia1],個|个[ge4]",,2,商,店,shang1,dian4,shang1 dian4
4,商量,shāngliang,to consult; to talk over; to discuss,,2,商,量,shang1,liang5,shang1 liang5
6,伤脑筋,shāngnǎojīn,knotty; troublesome; bothersome,,3,伤,脑,shang1,nao3,shang1 nao3 jin1
5,商品,shāngpǐn,good; commodity; merchandise; CL:個|个[ge4],,2,商,品,shang1,pin3,shang1 pin3
4,伤心,shāngxīn,to grieve; broken-hearted,,2,伤,心,shang1,xin1,shang1 xin1
5,商业,shāngyè,business; trade; commerce,,2,商,业,shang1,ye4,shang1 ye4
5,上,shàng,on; on top; upon; first (of multiple parts); previous; last; upper; higher; above; to climb; to go into; to go up; to attend (class or university),,1,上,,shang4,,shang4
2,上班,shàngbān,to go to work; to be on duty; to start work; to go to the office,,2,上,班,shang4,ban1,shang4 ban1
5,上当,shàngdàng,taken in (by sb\'s deceit); to be fooled; to be duped,,2,上,当,shang4,dang4,shang4 dang4
6,上级,shàngjí,higher authorities; superiors; CL:個|个[ge4],,2,上,级,shang4,ji2,shang4 ji2
6,上进心,shàngjìnxīn,aggressiveness; gumption; enterprising spirit,,3,上,进,shang4,jin4,shang4 jin4 xin1
6,上任,shàngrèn,take office,,2,上,任,shang4,ren4,shang4 ren4
3,上网,shàngwǎng,to be on the internet; to stretch a net (in a sports game or for covering sth); to be netted (of fish),,2,上,网,shang4,wang3,shang4 wang3
1,上午,shàngwǔ,morning; CL:個|个[ge4],,2,上,午,shang4,wu3,shang4 wu3
6,上瘾,shàngyǐn,to get into a habit; to become addicted,,2,上,瘾,shang4,yin3,shang4 yin3
6,上游,shàngyóu,upper reaches; advanced position,,2,上,游,shang4,you2,shang4 you2
6,梢,shāo,tip of branch,,1,梢,,shao1,,shao1
6,捎,shāo,to bring sth to sb (news etc),,1,捎,,shao1,,shao1
4,稍微,shāowēi,a little bit,,2,稍,微,shao1,wei1,shao1 wei1
5,勺子,sháozi,scoop; ladle; CL:把[ba3],,2,勺,子,shao2,zi5,shao2 zi5
1,少,shǎo,few; little; lack,,1,少,,shao3,,shao3
6,哨,shào,a whistle; sentry,,1,哨,,shao4,,shao4
6,奢侈,shēchǐ,luxurious; extravagant; wasteful,,2,奢,侈,she1,chi3,she1 chi3
5,蛇,shé,snake; serpent; CL:條|条[tiao2],,1,蛇,,she2,,she2
5,舌头,shétou,tongue; CL:個|个[ge4]; enemy soldier captured for the purpose of extracting information,,2,舌,头,she2,tou5,she2 tou5
5,舍不得,shěbude,to hate to do sth; to hate to part with; to begrudge,,3,舍,不,she3,bu5,she3 bu5 de5
